,caseID,DateTime,taskID,originator,eventtype,ArrangeSurvey,FirstContact,ImmediateRepair,InformClientSurvey,InformClientWrongPlace,InternRepair,MakeTicket,ReadyInformClient,RepairReady,SendTicketToFinAdmin,Survey,TicketReady
4411,771,2020-01-03 01:24:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
1256,771,2020-01-14 21:12:00,Survey,Paul,complete,0,0,0,0,0,0,0,0,0,0,1,0
4079,771,2020-01-18 22:54:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10564,771,2020-01-18 22:54:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
1026,771,2020-01-18 23:03:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5865,771,2020-01-19 03:09:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
8269,771,2020-01-19 03:09:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
869,772,2020-01-08 06:42:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
9239,772,2020-01-08 06:49:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10986,772,2020-01-08 06:49:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
11506,772,2020-01-08 07:26:00,Survey,Nick,complete,0,0,0,0,0,0,0,0,0,0,1,0
9202,772,2020-01-08 17:02:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
2502,772,2020-01-08 17:53:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
6409,772,2020-01-09 00:33:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
717,772,2021-12-23 00:33:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
759,772,2022-02-03 06:47:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
9279,773,2020-01-01 13:47:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
12520,773,2020-01-01 13:47:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
7795,774,2020-01-04 14:15:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
10568,774,2020-01-04 14:15:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
6161,775,2020-01-04 22:50:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
5006,775,2020-01-04 22:53:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
2069,775,2020-01-04 22:58:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
4177,775,2020-01-04 22:58:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
12638,775,2020-01-06 12:31:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
12560,775,2020-01-06 14:19:00,InternRepair,Anne,complete,0,0,0,0,0,1,0,0,0,0,0,0
4336,775,2020-01-06 16:19:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
6018,775,2020-01-06 20:58:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1893,775,2020-01-06 22:20:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
13113,775,2020-01-06 22:20:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
387,775,2021-01-27 10:43:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
3450,776,2020-01-03 13:31:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
7484,776,2020-01-03 13:40:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
7224,776,2020-01-03 13:43:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7901,776,2020-01-03 13:43:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
6655,776,2020-01-03 14:06:00,Survey,Eric,complete,0,0,0,0,0,0,0,0,0,0,1,0
8598,776,2020-01-03 16:54:00,InternRepair,Eric,complete,0,0,0,0,0,1,0,0,0,0,0,0
7706,776,2020-01-03 19:42:00,InternRepair,Eric,complete,0,0,0,0,0,1,0,0,0,0,0,0
4416,776,2020-01-03 23:42:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
2554,776,2020-01-04 00:17:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4047,776,2020-01-04 06:05:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12988,776,2020-01-04 06:05:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
2294,777,2020-01-08 02:12:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
9362,777,2020-01-08 02:16:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
5542,777,2020-01-08 11:41:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
8316,777,2020-01-08 11:41:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
5576,777,2020-01-13 10:51:00,Survey,Paul,complete,0,0,0,0,0,0,0,0,0,0,1,0
2521,777,2020-01-15 18:32:00,InternRepair,Cindy,complete,0,0,0,0,0,1,0,0,0,0,0,0
9562,777,2020-01-15 18:32:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
1120,777,2020-01-15 19:36:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7690,777,2020-01-15 19:37:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11169,777,2020-01-15 19:37:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
4325,778,2020-01-05 23:01:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4600,778,2020-01-05 23:05:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
3051,778,2020-01-05 23:07:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
866,778,2020-01-16 19:52:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
8545,778,2020-01-18 06:28:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
1937,778,2020-01-18 10:52:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
12711,778,2020-01-18 10:52:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11096,778,2020-01-18 12:01:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1111,778,2020-01-18 16:25:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6782,778,2020-01-18 16:25:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
281,778,2020-10-13 23:07:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9563,779,2020-01-02 19:58:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4519,779,2020-01-02 20:02:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
6266,779,2020-01-02 20:07:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9281,779,2020-01-02 20:07:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10999,779,2020-01-02 22:37:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
11395,779,2020-01-03 00:37:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11483,779,2020-01-03 00:37:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
10567,779,2020-01-03 03:34:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
920,779,2020-01-03 05:34:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
9747,779,2020-01-03 05:34:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
2625,780,2020-01-03 18:55:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
6575,780,2020-01-03 18:55:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4530,781,2020-01-01 15:28:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
9584,781,2020-01-01 15:34:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
7060,781,2020-01-01 15:38:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
9887,781,2020-01-01 15:38:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
2717,781,2020-01-01 23:19:00,Survey,Edd,complete,0,0,0,0,0,0,0,0,0,0,1,0
6503,781,2020-01-02 02:55:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
8013,781,2020-01-02 02:55:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
8037,781,2020-01-02 03:41:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4085,781,2020-01-02 09:50:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12739,781,2020-01-02 09:50:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
11533,782,2020-01-04 04:44:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
6203,782,2020-01-04 04:48:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
7337,782,2020-01-04 04:50:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
11246,782,2020-01-04 04:50:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
8729,782,2020-01-06 21:43:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
3124,782,2020-01-06 23:43:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
6414,782,2020-01-06 23:43:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12093,782,2020-01-07 01:48:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
12693,782,2020-01-07 07:13:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
12930,782,2020-01-07 07:13:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6675,783,2020-01-01 13:51:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
10347,783,2020-01-01 13:54:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
3379,783,2020-01-01 22:58:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9679,783,2020-01-01 22:58:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
9996,783,2020-01-03 03:08:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
8993,783,2020-01-03 04:56:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11317,783,2020-01-03 04:56:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
11685,783,2020-01-03 07:18:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
2867,783,2020-01-03 08:47:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12932,783,2020-01-03 08:47:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
9306,784,2020-01-04 22:32:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
10665,784,2020-01-04 22:32:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
9890,785,2020-01-07 07:20:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
7994,785,2020-01-07 07:25:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
2986,785,2020-01-07 07:28:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
5495,785,2020-01-07 07:28:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
12264,785,2020-01-14 01:09:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
11145,785,2020-01-15 10:00:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11276,785,2020-01-15 10:00:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
3108,785,2020-01-15 13:16:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5403,785,2020-01-15 14:26:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12741,785,2020-01-15 14:26:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5807,786,2020-01-03 16:10:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
1798,786,2020-01-03 16:15:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
4005,786,2020-01-03 16:20:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
6251,786,2020-01-03 16:20:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
8082,786,2020-01-03 16:57:00,Survey,Nick,complete,0,0,0,0,0,0,0,0,0,0,1,0
2767,786,2020-01-03 17:39:00,ImmediateRepair,Nick,complete,0,0,1,0,0,0,0,0,0,0,0,0
8835,786,2020-01-03 17:39:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
6685,786,2020-01-03 21:33:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5718,786,2020-01-03 22:41:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
11277,786,2020-01-03 22:41:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11680,787,2020-01-03 14:08:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
1080,787,2020-01-03 14:14:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
3144,787,2020-01-03 14:16:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
7373,787,2020-01-03 14:16:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
983,787,2020-01-03 14:32:00,Survey,Ben,complete,0,0,0,0,0,0,0,0,0,0,1,0
3039,787,2020-01-03 17:12:00,InternRepair,Lex,complete,0,0,0,0,0,1,0,0,0,0,0,0
6759,787,2020-01-03 17:12:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10456,787,2020-01-03 20:03:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
3306,787,2020-01-04 00:23:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
12595,787,2020-01-04 00:23:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
999,788,2020-01-04 07:26:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
12501,788,2020-01-04 07:32:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
3056,788,2020-01-04 07:36:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
6870,788,2020-01-04 07:36:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
5626,788,2020-01-08 02:25:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
5426,788,2020-01-08 06:49:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
6892,788,2020-01-08 06:49:00,InternRepair,Barbara,complete,0,0,0,0,0,1,0,0,0,0,0,0
4915,788,2020-01-08 08:01:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
2844,788,2020-01-08 12:24:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
12393,788,2020-01-08 12:24:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
10142,789,2020-01-02 05:10:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
976,789,2020-01-02 05:14:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
10580,789,2020-01-02 05:19:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10753,789,2020-01-03 10:41:00,Survey,Jacky,complete,0,0,0,0,0,0,0,0,0,0,1,0
10299,789,2020-01-03 12:41:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10758,789,2020-01-03 12:41:00,ImmediateRepair,Jacky,complete,0,0,1,0,0,0,0,0,0,0,0,0
6535,789,2020-01-03 14:16:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1363,789,2020-01-03 20:37:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11498,789,2020-01-03 20:37:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
439,789,2021-03-20 05:19:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
6097,790,2020-01-03 11:18:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4000,790,2020-01-03 11:21:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
4222,790,2020-01-03 11:25:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
8086,790,2020-01-03 11:25:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
2695,790,2020-01-03 18:07:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
3969,790,2020-01-04 04:12:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
12675,790,2020-01-04 06:59:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
84,790,2020-03-30 06:59:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
573,790,2021-08-01 23:42:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
758,790,2022-02-02 23:42:00,InternRepair,Barbara,complete,0,0,0,0,0,1,0,0,0,0,0,0
6768,791,2020-01-03 07:57:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
4573,791,2020-01-03 08:05:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
4367,791,2020-01-03 08:08:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
6421,791,2020-01-03 08:08:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
6708,791,2020-01-06 01:55:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
1610,791,2020-01-06 14:59:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
9129,791,2020-01-06 14:59:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
10914,791,2020-01-06 19:04:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
1104,791,2020-01-06 22:56:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6484,791,2020-01-06 22:56:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7680,792,2020-01-04 21:25:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
10109,792,2020-01-04 21:27:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
11613,792,2020-01-04 21:32:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
12573,792,2020-01-04 21:32:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10474,792,2020-01-06 20:18:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
1751,792,2020-01-06 22:30:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
6086,792,2020-01-07 00:53:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1539,792,2020-01-07 02:20:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
12110,792,2020-01-07 02:20:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
393,792,2021-02-02 00:30:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
3217,793,2020-01-06 16:36:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
3955,793,2020-01-06 16:46:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1929,793,2020-01-07 02:02:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
12653,793,2020-01-07 02:02:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
9891,793,2020-01-12 12:41:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
2709,793,2020-01-12 23:32:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
5623,793,2020-01-13 05:30:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7336,793,2020-01-13 07:11:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
9604,793,2020-01-13 07:11:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
819,793,2022-04-04 23:32:00,InternRepair,Cindy,complete,0,0,0,0,0,1,0,0,0,0,0,0
6443,794,2020-01-07 15:17:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
12517,794,2020-01-07 15:27:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
6205,794,2020-01-07 15:31:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
9047,794,2020-01-07 15:31:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
6032,794,2020-01-11 12:51:00,Survey,Paul,complete,0,0,0,0,0,0,0,0,0,0,1,0
9327,794,2020-01-16 06:08:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11578,794,2020-01-16 06:08:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
5067,794,2020-01-16 06:44:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5268,794,2020-01-16 09:36:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7008,794,2020-01-16 09:36:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
4605,795,2020-01-01 12:01:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
4341,795,2020-01-01 12:04:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
5436,795,2020-01-01 12:08:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7555,795,2020-01-01 12:08:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
11141,795,2020-01-01 14:05:00,Survey,Paul,complete,0,0,0,0,0,0,0,0,0,0,1,0
6924,795,2020-01-01 17:41:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10066,795,2020-01-01 17:41:00,InternRepair,Paul,complete,0,0,0,0,0,1,0,0,0,0,0,0
11560,795,2020-01-01 20:32:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
8021,795,2020-01-02 00:05:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
10874,795,2020-01-02 00:05:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
2933,796,2020-01-04 20:11:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
13132,796,2020-01-04 20:20:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1606,796,2020-01-04 20:23:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
5992,796,2020-01-13 02:31:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
8510,796,2020-01-13 10:06:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
10227,796,2020-01-13 11:19:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
11831,796,2020-01-13 11:19:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
161,796,2020-06-15 08:31:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
485,796,2021-05-05 20:23:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
12151,797,2020-01-07 10:51:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
5721,797,2020-01-07 10:57:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
3964,797,2020-01-07 11:02:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11550,797,2020-01-07 11:02:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9655,797,2020-01-14 09:23:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
1721,797,2020-01-14 11:23:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
11664,797,2020-01-14 11:23:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
12417,797,2020-01-14 15:55:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5332,797,2020-01-14 17:52:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6168,797,2020-01-14 17:52:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
9798,798,2020-01-05 19:32:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
8567,798,2020-01-05 19:35:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1133,798,2020-01-05 19:40:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
5427,798,2020-01-05 19:40:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
5868,798,2020-01-13 01:17:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
2530,798,2020-01-13 03:05:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10743,798,2020-01-13 03:05:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
9054,798,2020-01-13 07:42:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
2481,798,2020-01-13 11:01:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
7673,798,2020-01-13 11:01:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4323,799,2020-01-03 05:17:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
11287,799,2020-01-03 05:20:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
1227,799,2020-01-03 05:22:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
