,caseID,taskID,originator,eventtype,date,time
10286,542,ArrangeSurvey,Monica,complete,1970-01-02,16:40
10287,411,TicketReady,System,complete,1970-01-01,17:53
10288,770,TicketReady,System,complete,1970-01-03,21:23
10290,403,SendTicketToFinAdmin,System,complete,1970-01-13,5:39
10291,109,Survey,Anne,complete,1970-01-11,7:09
10292,541,Survey,John,complete,1970-01-12,2:45
10293,818,InternRepair,Edd,complete,1970-01-05,20:50
10294,311,FirstContact,Monica,complete,1970-01-04,9:01
10295,463,InternRepair,Paul,complete,1970-01-02,22:16
10296,555,ImmediateRepair,Anne,complete,1970-01-12,19:33
10297,266,FirstContact,Monica,complete,1970-01-07,14:21
10298,558,FirstContact,Monica,complete,1970-01-03,0:46
10299,789,RepairReady,System,complete,1970-01-03,12:41
10300,302,ReadyInformClient,System,complete,1970-01-06,7:56
10301,144,ImmediateRepair,Barbara,complete,1970-01-14,14:57
10302,69,MakeTicket,Monica,complete,1970-01-04,8:21
10303,512,ReadyInformClient,System,complete,1970-01-11,9:01
10304,612,TicketReady,System,complete,1970-01-06,0:19
10305,9,FirstContact,Dian,complete,1970-01-03,19:08
10306,984,FirstContact,Dian,complete,1970-01-07,16:31
10307,354,Survey,Ben,complete,1970-01-07,6:03
10310,245,ArrangeSurvey,Monica,complete,1970-01-03,2:45
10311,629,SendTicketToFinAdmin,System,complete,1970-01-02,18:16
10315,899,TicketReady,System,complete,1970-01-02,22:07
10316,41,ArrangeSurvey,Dian,complete,1970-01-01,15:25
10317,866,RepairReady,System,complete,1970-01-05,23:00
10318,570,InformClientSurvey,System,complete,1970-01-01,18:26
10320,173,RepairReady,System,complete,1970-01-09,1:49
10322,908,SendTicketToFinAdmin,System,complete,1970-01-02,23:00
10323,177,MakeTicket,Monica,complete,1970-01-05,17:02
10324,842,InformClientWrongPlace,Dian,complete,1970-01-01,14:18
10325,464,Survey,John,complete,1970-01-08,4:58
10326,531,InformClientWrongPlace,Dian,complete,1970-01-07,1:17
10327,328,ArrangeSurvey,Monica,complete,1970-01-03,6:11
10329,904,ReadyInformClient,System,complete,1970-01-17,16:27
10330,739,RepairReady,System,complete,1970-01-05,20:50
10332,115,Survey,Anne,complete,1970-01-10,1:49
10334,149,FirstContact,Monica,complete,1970-01-03,19:36
10335,900,RepairReady,System,complete,1970-01-19,10:43
10336,423,MakeTicket,Monica,complete,1970-01-02,23:21
10337,740,InformClientSurvey,System,complete,1970-01-06,11:08
10339,661,ReadyInformClient,System,complete,1970-01-11,22:31
10341,686,ArrangeSurvey,Dian,complete,1970-01-07,20:50
10343,448,TicketReady,System,complete,1970-01-05,18:08
10345,995,ArrangeSurvey,Monica,complete,1970-01-08,4:08
10346,240,ArrangeSurvey,Dian,complete,1970-01-06,11:35
10347,783,MakeTicket,Dian,complete,1970-01-01,13:54
10348,943,TicketReady,System,complete,1970-01-19,2:27
10350,439,RepairReady,System,complete,1970-01-04,6:33
10351,447,InformClientSurvey,System,complete,1970-01-04,22:27
10352,407,InternRepair,Cindy,complete,1970-01-03,3:46
10353,923,RepairReady,System,complete,1970-01-04,7:13
10354,639,FirstContact,Monica,complete,1970-01-07,0:47
10355,896,ReadyInformClient,System,complete,1970-01-16,23:56
10357,549,SendTicketToFinAdmin,System,complete,1970-01-13,12:36
10358,321,TicketReady,System,complete,1970-01-09,4:48
10359,581,TicketReady,System,complete,1970-01-02,9:55
10360,176,InformClientSurvey,System,complete,1970-01-05,9:31
10361,598,SendTicketToFinAdmin,System,complete,1970-01-07,14:14
10362,263,FirstContact,Dian,complete,1970-01-03,16:18
10363,259,InternRepair,Edd,complete,1970-01-19,13:23
10364,856,MakeTicket,Dian,complete,1970-01-07,12:37
10366,454,FirstContact,Dian,complete,1970-01-01,19:58
10367,527,Survey,Anne,complete,1970-01-02,7:33
10368,813,ArrangeSurvey,Monica,complete,1970-01-02,21:55
10369,101,RepairReady,System,complete,1970-01-07,7:13
10370,965,RepairReady,System,complete,1970-01-13,12:45
10371,206,ArrangeSurvey,Dian,complete,1970-01-07,13:43
10372,346,Survey,Jacky,complete,1970-01-06,23:39
10375,963,InformClientSurvey,System,complete,1970-01-07,11:29
10376,20,Survey,Anne,complete,1970-01-12,6:48
10378,444,InternRepair,Edd,complete,1970-01-11,18:14
10380,521,SendTicketToFinAdmin,System,complete,1970-01-19,22:03
10381,475,SendTicketToFinAdmin,System,complete,1970-01-05,8:09
10382,87,ImmediateRepair,Barbara,complete,1970-01-12,10:46
10383,677,InformClientSurvey,System,complete,1970-01-09,0:30
10384,686,InternRepair,Jacky,complete,1970-01-11,0:08
10385,324,InformClientSurvey,System,complete,1970-01-04,2:14
10386,498,SendTicketToFinAdmin,System,complete,1970-01-16,21:48
10387,435,InternRepair,Edd,complete,1970-01-06,3:03
10389,427,ImmediateRepair,Jacky,complete,1970-01-02,16:23
10390,137,SendTicketToFinAdmin,System,complete,1970-01-09,19:53
10391,821,TicketReady,System,complete,1970-01-09,23:07
10393,664,InternRepair,Eric,complete,1970-01-04,12:37
10397,350,MakeTicket,Monica,complete,1970-01-07,16:28
10400,481,ArrangeSurvey,Dian,complete,1970-01-04,4:56
10401,321,ReadyInformClient,System,complete,1970-01-08,23:16
10402,274,SendTicketToFinAdmin,System,complete,1970-01-11,7:02
10403,457,TicketReady,System,complete,1970-01-19,6:45
10405,86,InternRepair,John,complete,1970-01-10,13:47
10407,122,ReadyInformClient,System,complete,1970-01-14,13:44
10409,442,ReadyInformClient,System,complete,1970-01-03,16:37
10410,124,RepairReady,System,complete,1970-01-18,23:03
10411,436,TicketReady,System,complete,1970-01-08,13:06
10412,96,ArrangeSurvey,Monica,complete,1970-01-05,4:08
10413,703,Survey,John,complete,1970-01-03,22:40
10414,218,SendTicketToFinAdmin,System,complete,1970-01-07,18:45
10419,47,MakeTicket,Dian,complete,1970-01-06,5:14
10420,283,ArrangeSurvey,Dian,complete,1970-01-05,5:07
10421,704,Survey,Jacky,complete,1970-01-13,0:11
10422,70,ArrangeSurvey,Dian,complete,1970-01-05,5:23
10425,627,InternRepair,John,complete,1970-01-18,18:30
10426,921,TicketReady,System,complete,1970-01-03,7:14
10427,517,ArrangeSurvey,Monica,complete,1970-01-07,1:30
10428,267,Survey,Edd,complete,1970-01-12,20:43
10429,987,TicketReady,System,complete,1970-01-03,15:04
10430,21,MakeTicket,Monica,complete,1970-01-03,10:43
10431,855,ArrangeSurvey,Dian,complete,1970-01-05,15:57
10434,716,Survey,Barbara,complete,1970-01-12,1:20
10436,844,InformClientSurvey,System,complete,1970-01-05,17:46
10437,187,MakeTicket,Monica,complete,1970-01-03,0:29
10439,407,SendTicketToFinAdmin,System,complete,1970-01-03,9:59
10440,265,MakeTicket,Monica,complete,1970-01-03,19:27
10443,546,MakeTicket,Dian,complete,1970-01-03,6:25
10447,69,Survey,Paul,complete,1970-01-10,21:29
10449,956,ArrangeSurvey,Monica,complete,1970-01-07,20:16
10450,696,InformClientSurvey,System,complete,1970-01-03,19:06
10451,664,SendTicketToFinAdmin,System,complete,1970-01-04,16:30
10452,345,InternRepair,Edd,complete,1970-01-13,10:10
10453,364,ReadyInformClient,System,complete,1970-01-07,0:18
10454,143,TicketReady,System,complete,1970-01-07,19:11
10455,132,InformClientSurvey,System,complete,1970-01-05,10:02
10456,787,SendTicketToFinAdmin,System,complete,1970-01-03,20:03
10457,619,ArrangeSurvey,Dian,complete,1970-01-03,22:51
10458,84,ArrangeSurvey,Monica,complete,1970-01-07,12:50
10459,813,SendTicketToFinAdmin,System,complete,1970-01-06,7:44
10460,86,ArrangeSurvey,Monica,complete,1970-01-07,4:41
10461,569,ArrangeSurvey,Monica,complete,1970-01-06,4:06
10463,319,ArrangeSurvey,Monica,complete,1970-01-06,13:33
10465,669,ImmediateRepair,Jacky,complete,1970-01-06,2:21
10466,493,FirstContact,Dian,complete,1970-01-08,6:45
10468,261,ReadyInformClient,System,complete,1970-01-07,18:07
10469,603,FirstContact,Dian,complete,1970-01-06,15:47
10471,626,Survey,Jacky,complete,1970-01-03,16:25
10474,792,Survey,Anne,complete,1970-01-06,20:18
10475,290,RepairReady,System,complete,1970-01-04,19:53
10476,828,RepairReady,System,complete,1970-01-10,5:49
10477,351,ArrangeSurvey,Dian,complete,1970-01-05,0:25
10479,160,InternRepair,John,complete,1970-01-11,10:43
10480,682,SendTicketToFinAdmin,System,complete,1970-01-08,8:04
10482,445,TicketReady,System,complete,1970-01-04,18:38
10484,537,ReadyInformClient,System,complete,1970-01-08,15:31
10485,49,SendTicketToFinAdmin,System,complete,1970-01-12,11:40
10486,654,TicketReady,System,complete,1970-01-07,0:31
10487,61,InformClientWrongPlace,Monica,complete,1970-01-06,12:40
10489,691,InformClientSurvey,System,complete,1970-01-03,20:51
10490,173,ArrangeSurvey,Monica,complete,1970-01-02,19:48
10491,178,ArrangeSurvey,Monica,complete,1970-01-02,5:36
10493,128,ImmediateRepair,Jacky,complete,1970-01-11,21:12
10498,160,RepairReady,System,complete,1970-01-11,10:43
10499,9,ArrangeSurvey,Dian,complete,1970-01-03,19:15
10500,99,ReadyInformClient,System,complete,1970-01-05,22:29
10501,98,MakeTicket,Dian,complete,1970-01-08,5:36
10502,525,Survey,John,complete,1970-01-12,11:45
10504,20,MakeTicket,Dian,complete,1970-01-07,19:03
10505,2,InformClientSurvey,System,complete,1970-01-08,5:25
10506,552,InternRepair,Lex,complete,1970-01-06,11:36
10507,129,MakeTicket,Dian,complete,1970-01-05,23:17
10509,593,TicketReady,System,complete,1970-01-05,9:29
10510,483,SendTicketToFinAdmin,System,complete,1970-01-08,22:33
10511,853,SendTicketToFinAdmin,System,complete,1970-01-12,23:10
10514,743,TicketReady,System,complete,1970-01-10,15:09
10515,812,TicketReady,System,complete,1970-01-04,13:09
10516,614,MakeTicket,Monica,complete,1970-01-06,3:22
10517,852,TicketReady,System,complete,1970-01-18,13:50
10518,111,SendTicketToFinAdmin,System,complete,1970-01-20,10:33
10519,517,InformClientSurvey,System,complete,1970-01-07,1:30
10520,693,InformClientSurvey,System,complete,1970-01-02,15:28
10521,680,Survey,Anne,complete,1970-01-09,10:30
10522,218,ArrangeSurvey,Monica,complete,1970-01-04,12:45
10523,644,TicketReady,System,complete,1970-01-12,3:52
10524,645,TicketReady,System,complete,1970-01-06,4:07
10525,223,InformClientWrongPlace,Monica,complete,1970-01-04,13:37
10526,154,TicketReady,System,complete,1970-01-07,7:13
10527,904,RepairReady,System,complete,1970-01-17,11:52
10528,343,InformClientSurvey,System,complete,1970-01-02,17:55
10529,932,RepairReady,System,complete,1970-01-03,18:38
10531,744,RepairReady,System,complete,1970-01-17,11:17
10538,96,InternRepair,Lex,complete,1970-01-05,7:22
10539,147,Survey,Cindy,complete,1970-01-04,12:38
10541,880,FirstContact,Monica,complete,1970-01-04,3:24
10542,872,MakeTicket,Dian,complete,1970-01-03,7:42
10544,684,SendTicketToFinAdmin,System,complete,1970-01-20,7:20
10546,898,MakeTicket,Dian,complete,1970-01-07,7:13
10548,959,SendTicketToFinAdmin,System,complete,1970-01-01,22:15
10549,949,Survey,Anne,complete,1970-01-07,16:09
10551,704,FirstContact,Monica,complete,1970-01-05,1:54
10552,825,FirstContact,Dian,complete,1970-01-05,23:56
10553,238,SendTicketToFinAdmin,System,complete,1970-01-05,17:31
10555,673,SendTicketToFinAdmin,System,complete,1970-01-12,8:53
10556,422,FirstContact,Monica,complete,1970-01-05,6:55
10558,225,InternRepair,Edd,complete,1970-01-16,22:32
10559,885,FirstContact,Dian,complete,1970-01-05,13:01
10561,394,TicketReady,System,complete,1970-01-02,15:53
10562,707,RepairReady,System,complete,1970-01-07,8:58
10563,357,InternRepair,Edd,complete,1970-01-18,14:45
10564,771,InternRepair,John,complete,1970-01-18,22:54
10565,971,ImmediateRepair,Anne,complete,1970-01-03,20:43
10566,562,ReadyInformClient,System,complete,1970-01-09,3:22
10567,779,ReadyInformClient,System,complete,1970-01-03,3:34
10568,774,InformClientWrongPlace,Monica,complete,1970-01-04,14:15
10569,528,ReadyInformClient,System,complete,1970-01-02,17:43
10570,496,SendTicketToFinAdmin,System,complete,1970-01-07,19:30
10572,750,ArrangeSurvey,Dian,complete,1970-01-06,6:14
10574,823,Survey,Barbara,complete,1970-01-01,12:54
10575,41,Survey,Anne,complete,1970-01-01,17:35
10577,695,SendTicketToFinAdmin,System,complete,1970-01-04,22:13
10578,8,Survey,Jacky,complete,1970-01-14,2:14
10579,334,ReadyInformClient,System,complete,1970-01-18,8:57
10580,789,InformClientSurvey,System,complete,1970-01-02,5:19
10581,362,ReadyInformClient,System,complete,1970-01-09,11:56
10584,159,FirstContact,Monica,complete,1970-01-08,5:20
10586,844,Survey,Eric,complete,1970-01-05,18:31
10587,804,TicketReady,System,complete,1970-01-03,3:41
10588,564,Survey,Edd,complete,1970-01-09,7:31
10590,567,MakeTicket,Dian,complete,1970-01-05,20:59
10591,902,ImmediateRepair,Anne,complete,1970-01-10,15:43
10593,818,ReadyInformClient,System,complete,1970-01-05,23:20
10594,550,Survey,Cindy,complete,1970-01-16,6:31
10595,512,Survey,Anne,complete,1970-01-10,21:08
10596,750,FirstContact,Dian,complete,1970-01-06,6:04
10597,384,FirstContact,Monica,complete,1970-01-04,18:04
10598,325,InformClientSurvey,System,complete,1970-01-05,5:31
10599,684,RepairReady,System,complete,1970-01-20,1:50
10600,16,TicketReady,System,complete,1970-01-12,5:16
10601,884,SendTicketToFinAdmin,System,complete,1970-01-14,7:51
10603,730,InternRepair,Cindy,complete,1970-01-12,16:38
10604,295,RepairReady,System,complete,1970-01-06,9:10
10605,611,Survey,John,complete,1970-01-05,6:25
10606,544,ImmediateRepair,Jacky,complete,1970-01-05,18:00
10607,874,ReadyInformClient,System,complete,1970-01-12,6:54
10609,874,SendTicketToFinAdmin,System,complete,1970-01-12,5:02
10611,69,ReadyInformClient,System,complete,1970-01-14,3:19
10614,380,FirstContact,Dian,complete,1970-01-06,21:09
10615,435,MakeTicket,Dian,complete,1970-01-02,1:52
10616,677,SendTicketToFinAdmin,System,complete,1970-01-13,9:57
10617,815,FirstContact,Monica,complete,1970-01-04,16:40
10620,512,SendTicketToFinAdmin,System,complete,1970-01-11,11:50
10623,985,InformClientSurvey,System,complete,1970-01-02,18:51
10624,960,InformClientSurvey,System,complete,1970-01-03,2:41
10625,193,MakeTicket,Monica,complete,1970-01-02,10:19
10627,226,ImmediateRepair,Anne,complete,1970-01-10,10:18
10628,367,MakeTicket,Monica,complete,1970-01-02,3:22
10630,42,RepairReady,System,complete,1970-01-01,17:22
10632,632,InformClientSurvey,System,complete,1970-01-02,5:47
10633,534,SendTicketToFinAdmin,System,complete,1970-01-05,0:07
10635,688,FirstContact,Monica,complete,1970-01-05,19:34
10636,816,FirstContact,Dian,complete,1970-01-08,3:22
10637,987,Survey,Anne,complete,1970-01-03,6:40
10638,622,RepairReady,System,complete,1970-01-08,11:13
10639,622,Survey,Nick,complete,1970-01-08,8:33
10640,226,RepairReady,System,complete,1970-01-10,10:18
10641,648,SendTicketToFinAdmin,System,complete,1970-01-20,3:30
10642,380,ArrangeSurvey,Dian,complete,1970-01-06,21:15
10643,711,TicketReady,System,complete,1970-01-11,20:35
10645,655,FirstContact,Monica,complete,1970-01-05,14:25
10646,846,TicketReady,System,complete,1970-01-03,22:55
10647,402,MakeTicket,Dian,complete,1970-01-05,6:04
10648,233,RepairReady,System,complete,1970-01-07,1:51
10649,138,SendTicketToFinAdmin,System,complete,1970-01-09,22:56
10650,490,MakeTicket,Monica,complete,1970-01-02,5:58
10651,533,RepairReady,System,complete,1970-01-08,14:53
10652,688,RepairReady,System,complete,1970-01-14,11:32
10653,922,ReadyInformClient,System,complete,1970-01-05,7:45
10656,357,InformClientSurvey,System,complete,1970-01-06,17:53
10657,513,ReadyInformClient,System,complete,1970-01-02,16:53
10658,481,RepairReady,System,complete,1970-01-11,4:16
10660,560,InformClientSurvey,System,complete,1970-01-05,1:28
10661,974,FirstContact,Monica,complete,1970-01-02,15:41
10663,745,MakeTicket,Dian,complete,1970-01-02,21:29
10665,784,InformClientWrongPlace,Monica,complete,1970-01-04,22:32
10667,83,SendTicketToFinAdmin,System,complete,1970-01-19,20:56
10668,15,SendTicketToFinAdmin,System,complete,1970-01-06,16:13
10670,378,MakeTicket,Monica,complete,1970-01-07,4:09
10671,610,TicketReady,System,complete,1970-01-10,17:43
10672,557,FirstContact,Monica,complete,1970-01-05,22:32
10673,183,ReadyInformClient,System,complete,1970-01-07,3:45
10674,650,InformClientSurvey,System,complete,1970-01-06,16:18
10676,228,TicketReady,System,complete,1970-01-01,22:57
10677,852,InternRepair,Paul,complete,1970-01-18,10:37
10678,885,MakeTicket,Dian,complete,1970-01-05,13:08
10679,712,InternRepair,Edd,complete,1970-01-07,2:02
10680,454,InformClientSurvey,System,complete,1970-01-02,0:47
10681,538,RepairReady,System,complete,1970-01-04,10:07
10682,984,SendTicketToFinAdmin,System,complete,1970-01-11,1:49
10683,584,MakeTicket,Monica,complete,1970-01-03,2:47
10684,384,TicketReady,System,complete,1970-01-06,14:32
10685,939,Survey,Edd,complete,1970-01-17,4:35
10687,124,TicketReady,System,complete,1970-01-19,2:57
10688,675,Survey,John,complete,1970-01-01,12:32
10690,73,SendTicketToFinAdmin,System,complete,1970-01-17,16:17
10692,590,SendTicketToFinAdmin,System,complete,1970-01-13,15:31
10693,810,MakeTicket,Dian,complete,1970-01-07,22:15
10695,297,MakeTicket,Monica,complete,1970-01-02,16:15
10696,206,MakeTicket,Dian,complete,1970-01-07,13:39
10697,979,MakeTicket,Dian,complete,1970-01-02,13:20
10699,916,ReadyInformClient,System,complete,1970-01-04,19:16
10700,749,Survey,Ben,complete,1970-01-02,5:20
10701,642,RepairReady,System,complete,1970-01-16,13:29
10702,130,SendTicketToFinAdmin,System,complete,1970-01-07,6:57
10703,706,FirstContact,Monica,complete,1970-01-01,21:59
10706,732,Survey,Lex,complete,1970-01-08,2:03
10707,431,ArrangeSurvey,Dian,complete,1970-01-02,11:43
10708,292,ArrangeSurvey,Monica,complete,1970-01-04,22:52
10709,383,Survey,Anne,complete,1970-01-06,13:47
10711,989,TicketReady,System,complete,1970-01-03,3:24
10713,996,Survey,Paul,complete,1970-01-02,1:18
10714,227,ArrangeSurvey,Dian,complete,1970-01-05,4:57
10716,562,ImmediateRepair,Barbara,complete,1970-01-08,22:23
10717,225,ReadyInformClient,System,complete,1970-01-17,4:51
10719,295,InformClientSurvey,System,complete,1970-01-04,9:55
10720,456,SendTicketToFinAdmin,System,complete,1970-01-08,12:24
10723,611,InformClientSurvey,System,complete,1970-01-03,23:23
10725,322,ArrangeSurvey,Dian,complete,1970-01-08,5:12
10726,549,ReadyInformClient,System,complete,1970-01-13,11:27
10727,818,FirstContact,Dian,complete,1970-01-05,1:30
10728,613,ImmediateRepair,Anne,complete,1970-01-03,11:44
10730,175,Survey,Anne,complete,1970-01-11,5:48
10731,373,RepairReady,System,complete,1970-01-13,18:13
10732,880,Survey,Jacky,complete,1970-01-09,22:49
10734,58,ArrangeSurvey,Dian,complete,1970-01-04,23:20
10735,120,InternRepair,Edd,complete,1970-01-13,1:40
10736,356,Survey,Anne,complete,1970-01-10,10:46
10740,648,ReadyInformClient,System,complete,1970-01-19,23:17
10741,54,ArrangeSurvey,Dian,complete,1970-01-01,13:27
10742,611,FirstContact,Monica,complete,1970-01-03,23:19
10743,798,ImmediateRepair,Anne,complete,1970-01-13,3:05
10744,197,TicketReady,System,complete,1970-01-02,5:20
10745,873,Survey,Anne,complete,1970-01-05,1:54
10746,406,SendTicketToFinAdmin,System,complete,1970-01-10,7:03
10751,293,Survey,Paul,complete,1970-01-05,1:53
10752,799,Survey,Cindy,complete,1970-01-15,3:58
10753,789,Survey,Jacky,complete,1970-01-03,10:41
10754,135,SendTicketToFinAdmin,System,complete,1970-01-08,0:46
10756,729,ReadyInformClient,System,complete,1970-01-11,19:52
10757,117,ArrangeSurvey,Monica,complete,1970-01-03,23:27
10758,789,ImmediateRepair,Jacky,complete,1970-01-03,12:41
10760,961,ImmediateRepair,Barbara,complete,1970-01-09,4:15
10761,592,SendTicketToFinAdmin,System,complete,1970-01-11,3:53
10763,317,SendTicketToFinAdmin,System,complete,1970-01-03,4:49
10764,28,FirstContact,Dian,complete,1970-01-04,17:48
10765,823,SendTicketToFinAdmin,System,complete,1970-01-01,18:13
10768,534,InformClientSurvey,System,complete,1970-01-03,12:36
10771,246,MakeTicket,Dian,complete,1970-01-05,22:42
10772,650,SendTicketToFinAdmin,System,complete,1970-01-14,16:34
10773,267,FirstContact,Dian,complete,1970-01-07,18:13
10774,324,ReadyInformClient,System,complete,1970-01-13,2:50
10775,541,ReadyInformClient,System,complete,1970-01-12,19:19
10776,222,ImmediateRepair,Jacky,complete,1970-01-12,19:28
10778,927,MakeTicket,Monica,complete,1970-01-05,18:38
10780,309,FirstContact,Monica,complete,1970-01-04,19:47
10784,112,RepairReady,System,complete,1970-01-11,22:27
10785,321,InformClientSurvey,System,complete,1970-01-08,2:25
10788,487,ImmediateRepair,Barbara,complete,1970-01-05,4:05
10789,808,InformClientSurvey,System,complete,1970-01-03,0:55
10790,259,MakeTicket,Monica,complete,1970-01-03,13:08
10792,186,InternRepair,Cindy,complete,1970-01-07,5:22
10793,944,FirstContact,Monica,complete,1970-01-07,7:57
10794,442,ImmediateRepair,Nick,complete,1970-01-03,9:15
10795,122,TicketReady,System,complete,1970-01-14,16:11
10796,993,InformClientSurvey,System,complete,1970-01-05,18:20
10797,208,InformClientSurvey,System,complete,1970-01-02,14:45
10798,320,ArrangeSurvey,Dian,complete,1970-01-05,6:47
10799,351,SendTicketToFinAdmin,System,complete,1970-01-05,16:09
10801,63,MakeTicket,Monica,complete,1970-01-01,20:26
10802,681,InformClientSurvey,System,complete,1970-01-07,15:00
10803,245,InformClientSurvey,System,complete,1970-01-03,2:45
10804,75,InformClientSurvey,System,complete,1970-01-05,21:27
10806,158,ReadyInformClient,System,complete,1970-01-17,0:44
10808,875,MakeTicket,Monica,complete,1970-01-05,7:14
10809,356,ImmediateRepair,Anne,complete,1970-01-10,12:58
10810,150,ReadyInformClient,System,complete,1970-01-09,3:20
10813,568,InternRepair,John,complete,1970-01-09,9:18
10814,564,ReadyInformClient,System,complete,1970-01-10,14:38
10815,714,ArrangeSurvey,Dian,complete,1970-01-08,4:23
10816,194,ImmediateRepair,Anne,complete,1970-01-11,12:50
10818,304,SendTicketToFinAdmin,System,complete,1970-01-14,20:00
10819,763,ReadyInformClient,System,complete,1970-01-01,19:49
10820,183,Survey,Paul,complete,1970-01-04,11:55
10821,90,ReadyInformClient,System,complete,1970-01-05,18:43
10823,548,RepairReady,System,complete,1970-01-05,23:31
10824,963,Survey,Nick,complete,1970-01-07,12:05
10825,408,InformClientSurvey,System,complete,1970-01-07,7:39
10826,385,InternRepair,Paul,complete,1970-01-09,2:37
10827,662,FirstContact,Dian,complete,1970-01-01,18:52
10828,695,RepairReady,System,complete,1970-01-04,15:57
10830,388,FirstContact,Dian,complete,1970-01-03,2:12
10832,639,ReadyInformClient,System,complete,1970-01-08,3:59
10834,687,ReadyInformClient,System,complete,1970-01-03,13:23
10836,479,RepairReady,System,complete,1970-01-02,16:15
10837,680,TicketReady,System,complete,1970-01-09,22:49
10838,828,ReadyInformClient,System,complete,1970-01-10,7:56
10839,630,FirstContact,Dian,complete,1970-01-03,15:24
10840,760,ArrangeSurvey,Monica,complete,1970-01-05,0:35
10841,223,FirstContact,Monica,complete,1970-01-04,13:37
10842,218,FirstContact,Monica,complete,1970-01-04,12:39
10843,97,MakeTicket,Dian,complete,1970-01-02,7:03
10844,949,SendTicketToFinAdmin,System,complete,1970-01-07,23:51
10846,830,SendTicketToFinAdmin,System,complete,1970-01-12,0:17
10847,193,Survey,Barbara,complete,1970-01-04,11:24
10849,1000,MakeTicket,Monica,complete,1970-01-07,20:21
10850,641,SendTicketToFinAdmin,System,complete,1970-01-06,17:39
10851,744,FirstContact,Monica,complete,1970-01-07,14:11
10853,17,Survey,Eric,complete,1970-01-03,23:04
10854,995,SendTicketToFinAdmin,System,complete,1970-01-14,6:48
10855,853,MakeTicket,Dian,complete,1970-01-06,22:18
10857,469,InformClientSurvey,System,complete,1970-01-05,22:13
10860,565,ReadyInformClient,System,complete,1970-01-04,19:53
10861,702,FirstContact,Monica,complete,1970-01-05,6:09
10862,449,InternRepair,Ben,complete,1970-01-03,20:18
10868,226,FirstContact,Dian,complete,1970-01-06,2:57
10869,186,TicketReady,System,complete,1970-01-07,11:37
10870,432,InformClientSurvey,System,complete,1970-01-04,15:10
10871,34,Survey,Barbara,complete,1970-01-08,13:14
10874,795,TicketReady,System,complete,1970-01-02,0:05
10875,164,FirstContact,Dian,complete,1970-01-08,0:04
10877,91,MakeTicket,Dian,complete,1970-01-03,1:32
10879,582,FirstContact,Monica,complete,1970-01-05,23:43
10881,220,InformClientSurvey,System,complete,1970-01-02,20:37
10882,505,TicketReady,System,complete,1970-01-08,1:56
10883,138,ArrangeSurvey,Monica,complete,1970-01-06,17:00
10884,768,Survey,Ben,complete,1970-01-03,9:25
10885,178,Survey,Eric,complete,1970-01-02,5:54
10888,808,FirstContact,Dian,complete,1970-01-03,0:48
10889,80,RepairReady,System,complete,1970-01-13,15:55
10894,911,ReadyInformClient,System,complete,1970-01-05,23:38
10895,49,TicketReady,System,complete,1970-01-12,11:40
10898,726,InformClientSurvey,System,complete,1970-01-04,7:30
10900,38,ImmediateRepair,Anne,complete,1970-01-04,8:49
10902,871,FirstContact,Monica,complete,1970-01-01,21:06
10903,605,MakeTicket,Dian,complete,1970-01-01,14:35
10905,400,InformClientSurvey,System,complete,1970-01-07,7:27
10906,176,TicketReady,System,complete,1970-01-05,20:00
10909,264,MakeTicket,Monica,complete,1970-01-03,6:48
10910,558,ArrangeSurvey,Monica,complete,1970-01-03,0:52
10912,133,TicketReady,System,complete,1970-01-05,0:22
10913,286,ArrangeSurvey,Monica,complete,1970-01-02,8:31
10914,791,SendTicketToFinAdmin,System,complete,1970-01-06,19:04
10915,135,InformClientSurvey,System,complete,1970-01-05,6:30
10916,870,Survey,Jacky,complete,1970-01-14,10:33
10917,439,Survey,Nick,complete,1970-01-04,3:21
10919,655,MakeTicket,Monica,complete,1970-01-05,14:27
10921,44,ArrangeSurvey,Dian,complete,1970-01-04,21:02
10922,523,InternRepair,Paul,complete,1970-01-09,22:07
10924,670,SendTicketToFinAdmin,System,complete,1970-01-12,6:46
10925,222,InformClientSurvey,System,complete,1970-01-08,5:59
10926,897,MakeTicket,Dian,complete,1970-01-02,4:17
10927,850,Survey,Barbara,complete,1970-01-01,21:43
10928,736,Survey,Anne,complete,1970-01-09,1:08
10930,236,SendTicketToFinAdmin,System,complete,1970-01-13,4:19
10931,544,ArrangeSurvey,Monica,complete,1970-01-05,0:09
10933,260,ImmediateRepair,Barbara,complete,1970-01-10,22:38
10934,727,RepairReady,System,complete,1970-01-10,7:10
10935,859,ImmediateRepair,Barbara,complete,1970-01-07,4:57
10936,638,MakeTicket,Monica,complete,1970-01-04,4:09
10938,417,SendTicketToFinAdmin,System,complete,1970-01-05,7:28
10939,325,SendTicketToFinAdmin,System,complete,1970-01-06,20:07
10940,451,RepairReady,System,complete,1970-01-12,16:55
10943,126,MakeTicket,Monica,complete,1970-01-02,13:46
10946,928,FirstContact,Monica,complete,1970-01-03,22:19
10947,317,ArrangeSurvey,Monica,complete,1970-01-02,3:14
10948,886,InformClientSurvey,System,complete,1970-01-01,16:08
10949,111,Survey,Edd,complete,1970-01-17,3:13
10950,666,MakeTicket,Monica,complete,1970-01-06,12:20
10952,97,InternRepair,Paul,complete,1970-01-03,1:56
10954,952,SendTicketToFinAdmin,System,complete,1970-01-03,2:25
